qty_slash_url,length_url,qty_dot_domain,domain_length,qty_dot_directory,qty_slash_directory,qty_equal_directory,qty_at_directory,qty_and_directory,qty_percent_directory,directory_length,qty_hyphen_file,qty_plus_file,qty_dollar_file,file_length,time_response,asn_ip,time_domain_activation,time_domain_expiration,ttl_hostname,phishing,url
2,25,1,13,0,0,0,0,0,0,0,0,0,0,0,36.82899475097656,16509,9002,859,58,0,https://www.jetbrains.com
2,29,1,16,0,0,0,0,0,0,0,0,0,0,0,414.7963523864746,8075,10700,257,600,0,https://code.visualstudio.com
2,22,1,10,0,0,0,0,0,0,0,0,0,0,0,25.124788284301758,54113,11422,2458,128,0,https://www.python.org
2,16,1,8,0,0,0,0,0,0,0,0,0,0,0,18.869876861572266,54113,3997,2212,600,0,https://pypi.org
2,18,1,10,0,0,0,0,0,0,0,0,0,0,0,99.93839263916016,13335,6121,87,200,0,https://nodejs.org
2,21,1,9,0,0,0,0,0,0,0,0,0,0,0,50.704002380371094,13335,5950,1719,265,0,https://www.npmjs.com
2,19,1,11,0,0,0,0,0,0,0,0,0,0,0,116.71590805053711,16509,4783,329,298,0,https://reactjs.org
2,19,1,11,0,0,0,0,0,0,0,0,0,0,0,157.03082084655762,54113,3609,42,59,0,https://pytorch.org
2,26,1,14,0,0,0,0,0,0,0,0,0,0,0,688.7853145599365,15169,3965,52,297,0,https://www.tensorflow.org
2,24,1,16,0,0,0,0,0,0,0,0,0,0,0,429.0316104888916,54113,5372,1202,600,0,https://scikit-learn.org
2,30,1,14,0,0,0,0,0,0,0,0,0,0,0,398.76770973205566,13335,4402,711,230,0,https://xgboost.readthedocs.io
2,27,1,14,0,0,0,0,0,0,0,0,0,0,0,311.56110763549805,13335,4402,711,228,0,https://shap.readthedocs.io
2,24,1,12,0,0,0,0,0,0,0,0,0,0,0,1265.589714050293,16509,5287,191,58,0,https://www.coursera.org
2,19,1,7,0,0,0,0,0,0,0,0,0,0,0,185.69016456604004,16509,8986,144,58,0,https://www.edx.org
2,21,1,9,0,0,0,0,0,0,0,0,0,0,0,81.38203620910645,13335,-1,-1,294,0,https://www.udemy.com
2,24,1,12,0,0,0,0,0,0,0,0,0,0,0,70.91116905212402,16509,8110,289,58,0,https://www.datacamp.com
2,26,1,14,0,0,0,0,0,0,0,0,0,0,0,479.647159576416,13335,-1,-1,295,0,https://www.codecademy.com
2,27,1,15,0,0,0,0,0,0,0,0,0,0,0,251.60813331604004,16509,7416,984,59,0,https://www.khanacademy.org
2,20,1,12,0,0,0,0,0,0,0,0,0,0,0,52.82139778137207,13335,5837,2928,292,0,https://leetcode.com
2,29,1,17,0,0,0,0,0,0,0,0,0,0,0,48.976898193359375,16509,6316,1353,58,0,https://www.geeksforgeeks.org
2,19,1,11,0,0,0,0,0,0,0,0,0,0,0,72.51811027526855,54113,1628,197,600,0,https://neetcode.io
2,20,1,8,0,0,0,0,0,0,0,0,0,0,0,229.51197624206543,13462,13364,513,600,0,https://www.ieee.org
2,27,1,8,0,0,0,0,0,0,0,0,0,0,0,865.8666610717773,13462,13364,513,600,0,https://ieeexplore.ieee.org
2,35,1,13,0,0,0,0,0,0,0,0,0,0,0,929.9213886260986,8075,12847,302,600,0,https://cmt3.research.microsoft.com
2,21,1,13,0,0,0,0,0,0,0,0,0,0,0,522.1939086914062,51167,7871,3085,131,0,https://easychair.org
2,17,1,9,0,0,0,0,0,0,0,0,0,0,0,265.51175117492676,54113,10050,1272,228,0,https://arxiv.org
2,26,1,10,0,0,0,0,0,0,0,0,0,0,0,1966.8428897857666,15169,10519,802,103,0,https://scholar.google.com
2,28,1,16,0,0,0,0,0,0,0,0,0,0,0,50.49610137939453,13335,6720,219,298,0,https://www.researchgate.net
2,17,1,9,0,0,0,0,0,0,0,0,0,0,0,330.5084705352783,13335,6091,848,194,0,https://orcid.org
2,18,1,7,0,0,0,0,0,0,0,0,0,0,0,47.71828651428223,13335,12559,590,298,0,https://dl.acm.org
2,25,1,12,0,0,0,0,0,0,0,0,0,0,0,514.500617980957,54113,10628,327,49,0,https://link.springer.com
2,29,1,17,0,0,0,0,0,0,0,0,0,0,0,230.4694652557373,209242,-1,-1,63,0,https://www.sciencedirect.com
2,25,1,13,0,0,0,0,0,0,0,0,0,0,0,96.2362289428711,16509,2920,2923,137,0,https://www.tryhackme.com
2,26,1,14,0,0,0,0,0,0,0,0,0,0,0,385.0116729736328,214618,5952,256,298,0,https://www.hackthebox.com
2,24,1,12,0,0,0,0,0,0,0,0,0,0,0,992.3081398010254,13335,9385,2302,298,0,https://www.whizlabs.com
2,24,1,12,0,0,0,0,0,0,0,0,0,0,0,100.96001625061035,13335,4330,52,299,0,https://www.educative.io
2,19,1,7,0,0,0,0,0,0,0,0,0,0,0,939.7518634796143,14618,9816,410,297,0,https://www.usa.gov
2,18,2,10,0,0,0,0,0,0,0,0,0,0,0,63.736677169799805,54113,10929,-1,59,0,https://www.gov.uk
2,24,1,9,0,0,0,0,0,0,0,0,0,0,0,834.1519832611084,16509,10502,56,600,0,https://travel.state.gov
2,21,1,9,0,0,0,0,0,0,0,0,0,0,0,926.5048503875732,16625,8310,403,28,0,https://www.uscis.gov
2,20,1,9,0,0,0,0,0,0,0,0,0,0,0,1501.6121864318848,42848,-1,-1,120,0,https://ec.europa.eu
2,24,2,12,0,0,0,0,0,0,0,0,0,0,0,66.1466121673584,4758,7585,84,600,0,https://www.india.gov.in
2,24,2,12,0,0,0,0,0,0,0,0,0,0,0,71.34294509887695,134029,6214,359,107,0,https://www.uidai.gov.in
2,28,2,16,0,0,0,0,0,0,0,0,0,0,0,50.25744438171387,-1,8374,26,-1,0,https://www.incometax.gov.in
2,25,1,13,0,0,0,0,0,0,0,0,0,0,0,137.88294792175293,45644,2259,296,124,0,https://www.onlinesbi.sbi
2,24,1,12,0,0,0,0,0,0,0,0,0,0,0,47.83368110656738,13335,10677,280,283,0,https://www.hdfcbank.com
2,25,1,13,0,0,0,0,0,0,0,0,0,0,0,31.667470932006836,8075,10945,10,92,0,https://www.icicibank.com
2,31,1,12,0,0,0,0,0,0,0,0,0,0,0,62.74247169494629,13335,10677,280,279,0,https://netbanking.hdfcbank.com
2,22,1,10,0,0,0,0,0,0,0,0,0,0,0,336.7431163787842,54113,9851,375,248,0,https://www.paypal.com
2,20,1,12,0,0,0,0,0,0,0,0,0,0,0,168.30778121948242,16509,4697,50,24,0,https://razorpay.com
2,18,1,10,0,0,0,0,0,0,0,0,0,0,0,353.5306453704834,16509,-1,-1,12,0,https://stripe.com
2,20,1,8,0,0,0,0,0,0,0,0,0,0,0,324.2475986480713,13335,11806,613,298,0,https://www.visa.com
2,26,1,14,0,0,0,0,0,0,0,0,0,0,0,117.34867095947266,26380,-1,-1,600,0,https://www.mastercard.com
2,22,2,10,0,0,0,0,0,0,0,0,0,0,0,687.922477722168,8075,8527,238,53,0,https://www.rbi.org.in
